doi,pubmed_id,title,abstract,authors,journal,year
10.1007_s00122-024-04593-1,38568320,Identification and functional analysis of a chromosome 2D fragment harboring TaFPF1 gene with the potential for yield improvement using a late heading wheat mutant,"In recent years, wheat production has faced formidable challenges driven by rapid population growth and climate change, emphasizing the importance of improving specific agronomic traits such as heading date, spike length, and grain size. To identify potential genes for improving these traits, we screened a wheat EMS mutant library and identified a mutant, designated m406, which exhibited a significantly delayed heading date compared to the wild-type. Intriguingly, the mutant also displayed significantly longer spike and larger grain size. Genetic analysis revealed that a single recessive gene was responsible for the delayed heading. Surprisingly, a large 46.58 Mb deletion at the terminal region of chromosome arm 2DS in the mutant was identified through fine mapping and fluorescence in situ hybridization. Thus, the phenotypes of the mutant m406 are controlled by a group of linked genes. This deletion encompassed 917 annotated high-confidence genes, including the previously studied wheat genes Ppd1 and TaDA1, which could affect heading date and grain size. Multiple genes in this region probably contribute to the phenotypes of m406. We further investigated the function of TaFPF1 using gene editing. TaFPF1 knockout mutants showed delayed heading and increased grain size. Moreover, we identified the direct upstream gene of TaFPF1 and investigated its relationship with other important flowering genes. Our study not only identified more genes affecting heading and grain development within this deleted region but also highlighted the potential of combining these genes for improvement of wheat traits.","Wu L, Li G, Li D, Dong C, Zhang X, Zhang L, Yang Z, Kong X, Xia C, Chen J, Liu X",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04612-1,38709310,Characterizing stay-green in barley across diverse environments: unveiling novel haplotypes,"Barley is considered one of the most naturally resilient crops making it an excellent candidate to dissect the genetics of drought adaptive component traits. Stay-green, is thought to contribute to drought adaptation, in which the photosynthetic machinery is maintained for a longer period post-anthesis increasing the photosynthetic duration of the plant. In other cereal crops, including wheat, stay-green has been linked to increased yield under water-limited conditions. Utilizing a panel of diverse barley breeding lines from a commercial breeding program we aimed to characterize stay-green in four environments across two years. Spatiotemporal modeling was used to accurately model senescence patterns from flowering to maturity characterizing the variation for stay-green in barley for the first time. Environmental effects were identified, and multi-environment trait analysis was performed for stay-green characteristics during grain filling. A consistently positive genetic correlation was found between yield and stay-green. Twenty-two chromosomal regions with large effect haplotypes were identified across and within environment types, with ten being identified in multiple environments. In silico stacking of multiple desirable haplotypes showed an opportunity to improve the stay-green phenotype through targeted breeding. This study is the first of its kind to model barley stay-green in a large breeding panel and has detected novel, stable and environment specific haplotypes. This provides a platform for breeders to develop Australian barley with custom senescence profiles for improved drought adaptation.","Brunner SM, Dinglasan E, Baraibar S, Alahmad S, Katsikis C, van der Meer S, Godoy J, Moody D, Smith M, Hickey L, Robinson H",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04613-0,38637355,Statistical sampling of missing environmental variables improves biophysical genomic prediction in wheat,"Since the invention of whole-genome prediction (WGP) more than two decades ago, breeding programmes have established extensive reference populations that are cultivated under diverse environmental conditions. The introduction of the CGM-WGP model, which integrates crop growth models (CGM) with WGP, has expanded the applications of WGP to the prediction of unphenotyped traits in untested environments, including future climates. However, CGMs require multiple seasonal environmental records, unlike WGP, which makes CGM-WGP less accurate when applied to historical reference populations that lack crucial environmental inputs. Here, we investigated the ability of CGM-WGP to approximate missing environmental variables to improve prediction accuracy. Two environmental variables in a wheat CGM, initial soil water content (InitlSoilWCont) and initial nitrate profile, were sampled from different normal distributions separately or jointly in each iteration within the CGM-WGP algorithm. Our results showed that sampling InitlSoilWCont alone gave the best results and improved the prediction accuracy of grain number by 0.07, yield by 0.06 and protein content by 0.03. When using the sampled InitlSoilWCont values as an input for the traditional CGM, the average narrow-sense heritability of the genotype-specific parameters (GSPs) improved by 0.05, with GNSlope, PreAnthRes, and VernSen showing the greatest improvements. Moreover, the root mean square of errors for grain number and yield was reduced by about 7% for CGM and 31% for CGM-WGP when using the sampled InitlSoilWCont values. Our results demonstrate the advantage of sampling missing environmental variables in CGM-WGP to improve prediction accuracy and increase the size of the reference population by enabling the utilisation of historical data that are missing environmental records.","Jighly A, Thayalakumaran T, Kant S, Panozzo J, Aggarwal R, Hessel D, Forrest KL, Technow F, Totir R, Goddard M, Pryce J, Hayden MJ, Munkvold J, O'Leary GJ",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04614-z,38656338,Pre-breeding of spontaneous Robertsonian translocations for density planting architecture by transferring Agropyron cristatum chromosome 1P into wheat,"Agropyron cristatum, a wild relative of wheat, is a valuable germplasm resource for improving wheat genetic diversity and yield. Our previous study confirmed that the A. cristatum chromosome 1P carries alien genes that reduce plant height and leaf size in wheat. Here, we developed T1AL1PS and T1AS1PL Robertsonian translocations (RobTs) by breakage-fusion mechanism based on wheat-A. cristatum 1P (1A) substitution line II-3-1c. Combining molecular markers and cytological analysis, we identified 16 spontaneous RobTs from 911 F2 individuals derived from the cross of Jimai22 and II-3-1c. Fluorescence in situ hybridization (FISH) was applied to detect the fusion structures of the centromeres in wheat and A. cristatum chromosomes. Resequencing results indicated that the chromosomal junction point was located at the physical position of Triticum aestivum chromosome 1A (212.5 Mb) and A. cristatum chromosome 1P (230 Mb). Genomic in situ hybridization (GISH) in pollen mother cells showed that the produced translocation lines could form stable ring bivalent. Introducing chromosome 1PS translocation fragment into wheat significantly increased the number of fertile tillers, grain number per spike, and grain weight and reduced the flag leaf area. However, introducing chromosome 1PL translocation fragment into wheat significantly reduced flag leaf area and plant height with a negative effect on yield components. The pre-breeding of two spontaneous RobTs T1AL1PS and T1AS1PL was important for wheat architecture improvement.","Han B, Wang X, Sun Y, Kang X, Zhang M, Luo J, Han H, Zhou S, Lu Y, Liu W, Yang X, Li X, Zhang J, Li L",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04616-x,38678511,Mapping and characterization of rust resistance genes Lr53 and Yr35 introgressed from Aegilops species,"Wheat leaf and stripe rusts are damaging fungal diseases of wheat worldwide. Breeding for resistance is a sustainable approach to control these two foliar diseases. In this study, we used SNP analysis, sequence comparisons, and cytogenetic assays to determine that the chromosomal segment carrying Lr53 and Yr35 was originated from Ae.longissima or Ae. sharonensis or their derived species. In seedling tests, Lr53 conferred strong resistance against all five Chinese Pt races tested, and Yr35 showed effectiveness against Pst race CYR34 but susceptibility to race CYR32. Using a large population (3892 recombinant gametes) derived from plants homozygous for the ph1b mutation obtained from the cross 98M71 x CSph1b, both Lr53 and Yr35 were successfully mapped to a 6.03-Mb telomeric region of chromosome arm 6BS in the Chinese Spring reference genome v1.1. Co-segregation between Lr53 and Yr35 was observed within this large mapping population. Within the candidate region, several nucleotide-binding leucine-rich repeat genes and protein kinases were identified as candidate genes. Marker pku6B3127 was completely linked to both genes and accurately predicted the absence or presence of alien segment harboring Lr53 and Yr35 in 87 tetraploid and 149 hexaploid wheat genotypes tested. We developed a line with a smaller alien segment (< 6.03 Mb) to reduce any potential linkage drag and demonstrated that it conferred resistance levels similar to those of the original donor parent 98M71. The newly developed introgression line and closely linked PCR markers will accelerate the deployment of Lr53 and Yr35 in wheat breeding programs.","Xu B, Shen T, Chen H, Li H, ur Rehman S, Lyu S, Hua L, Wang G, Zhang C, Li K, Li H, Lan C, Chen G, Hao M, Chen S",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04618-9,38691245,Investigating the genetic control of plant development in spring barley under speed breeding conditions,"Speed breeding is a tool to accelerate breeding and research programmes. Despite its success and growing popularity with breeders, the genetic basis of plant development under speed breeding remains unknown. This study explored the developmental advancements of barley genotypes under different photoperiod regimes. A subset of the HEB-25 Nested Association Mapping population was evaluated for days to heading and maturity under two contrasting photoperiod conditions: (1) Speed breeding (SB) consisting of 22 h of light and 2 h of darkness, and (2) normal breeding (NB) consisting of 16 h of light and 8 h of darkness. GWAS revealed that developmental responses under both conditions were largely controlled by two loci: PPDH-1 and ELF3. Allelic variants at these genes determine whether plants display early flowering and maturity under both conditions. At key QTL regions, domesticated alleles were associated with late flowering and maturity in NB and early flowering and maturity in SB, whereas wild alleles were associated with early flowering under both conditions. We hypothesize that this is related to the dark-dependent repression of PPD-H1 by ELF3 which might be more prominent in NB conditions. Furthermore, by comparing development under two photoperiod regimes, we derived an estimate of plasticity for the two traits. Interestingly, plasticity in development was largely attributed to allelic variation at ELF3. Our results have important implications for our understanding and optimization of speed breeding protocols particularly for introgression breeding and the design of breeding programmes to support the delivery of climate-resilient crops.","Rossi N, Powell W, Mackay IJ, Hickey L, Maurer A, Pillen K, Halliday K, Sharma R",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04620-1,38698276,Identification of candidate genes for adult plant stripe rust resistance transferred from Aegilops ventricosa 2NvS into wheat via fine mapping and transcriptome analysis,"The 2NvS translocation from Aegilops ventricosa, known for its resistance to various diseases, has been pivotal in global wheat breeding for more than three decades. Here, we identified an adult plant resistance (APR) gene in the 2 NvS segment in wheat line K13-868. Through fine mapping in a segregating near-isogenic line (NIL) derived population of 6389 plants, the candidate region for the APR gene was narrowed down to between 19.36 Mb and 33 Mb in the Jagger reference genome. Transcriptome analysis in NILs strongly suggested that this APR gene conferred resistance to stripe rust by triggering plant innate immune responses. Based on the gene expression analysis, two disease resistance-associated genes within the candidate region, TraesJAG2A03G00588940 and TraesJAG2A03G00590140, exhibited a stronger response to Puccinia striiformis f. sp. tritici (Pst) infection at the adult plant stage than at the seedling stage, indicating that they could be potential candidates for the resistance gene. Additionally, we developed a co-dominant InDel marker, InDel_31.05, for detecting this APR gene. Applying this marker showed that over one-half of the wheat varieties approved in 2021 and 2022 in Sichuan province, China, carry this gene. Agronomic trait evaluation of NILs indicated that the 2NvS segment effectively mitigated the negative effects of stripe rust on yield without affecting other important agronomic traits. This study provided valuable insights for cloning and breeding through the utilization of the APR gene present in the 2NvS segment.","Wang Y, Gao M, Jiang Y, Huang W, Zhao X, Zhu W, Li H, Wang Y, Zeng J, Wu D, Wei Y, Zhou Y, Zheng Y, Zhang P, Chen G, Kang H",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04621-0,38709271,Identification and map-based cloning of an EMS-induced mutation in wheat gene TaSP1 related to spike architecture,"Spike shape, an important factor that affects wheat grain yield, is mainly defined by spike length (SPL), spikelet number (SPN), and compactness. Zhoumai32 mutant 1160 (ZM1160), a mutant obtained from ethyl methane sulfonate (EMS) treatment of hexaploid wheat variety Zhoumai32, was used to identify and clone the candidate gene that conditioned the spike shape. Genetic analysis of an F 2 population derived from a cross of ZM1160 and Bainong207 suggested that the compact spike shape in ZM1160 was controlled by a single recessive gene, and therefore, the mutated gene was designated as Tasp1. With polymorphic markers identified through bulked segregant analysis (BSA), the gene was mapped to a 2.65-cM interval flanked by markers YZU0852 and MIS46239 on chromosome 7D, corresponding to a 0.42-Mb physical interval of Chinese spring (CS) reference sequences (RefSeq v1.0). To fine map TaSP1, 15 and seven recombinants were, respectively, screened from 1599 and 1903 F 3 plants derived from the heterozygous F 2 plants. Finally, TaSP1 was delimited to a 21.9 Kb (4,870,562 to 4,892,493 bp) Xmis48123-Xmis48104 interval. Only one high-confidence gene TraesCS7D02G010200 was annotated in this region, which encodes an unknown protein with a putative vWA domain. Quantitative reverse transcription PCR (qRT-PCR) analysis showed that TraesCS7D02G010200 was mainly expressed in the spike. Haplotype analysis of 655 wheat cultivars using the candidate gene-specific marker Xg010200p2 identified a superior haplotype TaSP1b with longer spike and more spikelet number. TaSP1 is beneficial to the improvement in wheat spike shape.","Zhang L, Zhou H, Fu X, Zhou N, Liu M, Bai S, Zhao X, Cheng R, Li S, Zhang D",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04629-6,38709317,Fine-mapping and validation of the major quantitative trait locus QFlANG-4B for flag leaf angle in wheat,"Flag leaf angle (FLANG) is closely related to crop architecture and yield. We previously identified the quantitative trait locus (QTL) QFLANG-4B for FLANG on chromosome 4B, located within a 14-cM interval flanked by the markers Xbarc20 and Xzyh357, using a mapping population of recombinant inbred lines (RILs) derived from a cross between Nongda3331 (ND3331) and Zang1817. In this study, we fine-mapped QFLANG-4B and validated its associated genetic effect. We developed a B C3F3 population using ND3331 as the recurrent parent through marker-assisted selection, as well as nearisogenic lines (NILs) by selfing B C3F3 plants carrying different heterozygous segments for the QFLANG-4B region. We obtained eight recombinant types for QFLANG-4B, narrowing its location down to a 5.3-Mb region. This region contained 76 predicted genes, 7 of which we considered to be likely candidate genes for QFLANG-4B. Marker and phenotypic analyses of individual plants from the secondary mapping populations and their progeny revealed that the FLANG of the ND3331 allele is significantly higher than that of the Zang1817 allele in multiple environments. These results not only provide a basis for the map-based cloning of QFLANG-4B, but also indicate that QFLANG-4B has great potential for marker-assisted selection in wheat breeding programs designed to improve plant architecture and yield.","Zhang W, Chen X, Yang K, Chang S, Zhang X, Liu M, Wu L, Xin M, Hu Z, Liu J, Peng H, Ni Z, Sun Q, Yao Y, Du J",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04634-9,38727862,Novel PHOTOPERIOD-1 gene variants associate with yield-related and root-angle traits in European bread wheat,"The sequence diversity of three homoeologous copies of the PHOTOPERIOD-1 gene in European winter wheat was analyzed by Oxford Nanopore amplicon-based multiplex sequencing and molecular markers in a panel of 194 cultivars representing breeding progress over the past 5 decades. A strong, consistent association with an average 8% increase in grain yield was observed for the PpdA1-Hap1 haplotype across multiple environments. This haplotype was found to be linked in 51% of cultivars to the 2NS_2AS translocation, originally introduced from Aegilops ventricosa, which leads to an overestimation of its effect. However, even in cultivars without the 2NS_2AS translocation, PpdA1-Hap1 was significantly associated with increased grain yield, kernel per spike and kernel per m2 under optimal growth conditions, conferring a 4% yield advantage compared to haplotype PpdA1-Hap4. In contrast to Ppd-B1 and Ppd-D1, the Ppd-A1 gene exhibits novel structural variations and a high number of SNPs, highlighting the evolutionary changes that have occurred in this region over the course of wheat breeding history. Additionally, cultivars carrying the photoperiod-insensitive Ppd-D1a allele not only exhibit earlier heading, but also deeper roots compared to those with photoperiod-sensitive alleles under German conditions. PCR and KASP assays have been developed that can be effectively employed in marker-assisted breeding programs to introduce these favorable haplotypes.","Makhoul M, Schlichtermann R, Ugwuanyi S, Weber SE, Voss-Fels KP, Stahl A, Zetzsche H, Wittkop B, Snowdon RJ, Obermeier C",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04636-7,38733405,"Natural variant of Rht27, a dwarfing gene, enhances yield potential in wheat","Plant height plays a crucial role in crop architecture and grain yield, and semi-dwarf Reduced Height (Rht) alleles contribute to lodging resistance and were important in ""Green Revolution."" However, the use of these alleles is associated with some negative side effects in some environments, such as reduced coleoptile length, low nitrogen use efficiency, and reduced yield. Therefore, novel dwarf gene resources are needed to pave an alternative route to overcome these side effects. In this study, a super-dwarf mutant rht27 was obtained by the mutagenesis of G1812 (Triticum urartu, the progenitor of the A sub-genome of common wheat). Genetic analysis revealed that the dwarf phenotype was regulated by a single recessive genetic factor. The candidate region for Rht27 was narrowed to a 1.55 Mb region on chromosome 3, within which we found two potential candidate genes that showed polymorphisms between the mutant and non-mutagenized G1812. Furthermore, the natural variants and elite haplotypes of the two candidates were investigated in a natural population of common wheat. The results showed that the natural variants affect grain yield components, and the dwarf haplotypes show the potential in improving agronomic traits and grain yield. Although the mutation in Rht27 results in severe dwarf phenotype in T. urartu, the natural variants in common wheat showed desirable phenotype, which suggests that Rht27 has the potential to improve wheat yield by utilizing its weak allelic mutation or fine-tuning its expression level.","Liu X, Zheng S, Tian S, Si Y, Ma S, Ling H, Niu J",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04640-x,38748046,Genome-wide association study and genomic selection of spike-related traits in bread wheat,"Wheat (Triticum aestivum L.) is one of the three primary global, staple crops. Improving spike-related traits in wheat is crucial for optimizing spike and plant morphology, ultimately leading to increased grain yield. Here, we performed a genome-wide association study using a dataset of 24,889 high-quality unique single-nucleotide polymorphisms (SNPs) and phenotypic data from 314 wheat accessions across eight diverse environments. In total, 337 stable and significant marker-trait associations (MTAs) related to spike-related traits were identified. MTA259 and MTA64 were consistently detected in seven and six environments, respectively. The presence of favorable alleles associated with MTA259 and MTA64 significantly reduced wheat spike exsertion length and spike length, while enhancing thousand kernel weight and yield per plant. Combined gene expression and network analyses identified TraesCS6D03G0692300 and TraesCS6D03G0692700 as candidate genes for MTA259 and TraesCS2D03G0111700 and TraesCS2D03G0112500 for MTA64. The identified MTAs significantly improved the prediction accuracy of each model compared with using all the SNPs, and the random forest model was optimal for genome selection. Additionally, the eight stable and major MTAs, including MTA259, MTA64, MTA66, MTA94, MTA110, MTA165, MTA180, and MTA164, were converted into cost-effective and efficient detection markers. This study provided valuable genetic resources and reliable molecular markers for wheat breeding programs.","Xu H, Wang Z, Wang F, Hu X, Ma C, Jiang H, Xie C, Gao Y, Ding G, Zhao C, Qin R, Cui D, Sun H, Cui F, Wu Y",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04650-9,38780770,Characterization of a new greenbug resistance gene Gb9 in a synthetic hexaploid wheat,"Greenbug [Schizaphis graminum (Rondani)] is a serious insect pest that not only damages cereal crops, but also transmits several destructive viruses. The emergence of new greenbug biotypes in the field makes it urgent to identify novel greenbug resistance genes in wheat. CWI 76364 (PI 703397), a synthetic hexaploid wheat (SHW) line, exhibits greenbug resistance. Evaluation of an F2:3 population from cross OK 14319 x CWI 76364 indicated that a dominant gene, designated Gb9, conditions greenbug resistance in CWI 76364. Selective genotyping of a subset of F2 plants with contrasting phenotypes by genotyping-by-sequencing identified 25 SNPs closely linked to Gb9 on chromosome arm 7DL. Ten of these SNPs were converted to Kompetitive allele-specific polymerase chain reaction (KASP) markers for genotyping the entire F2 population. Genetic analysis delimited Gb9 to a 0.6-Mb interval flanked by KASP markers located at 599,835,668 bp (Stars-KASP872) and 600,471,081 bp (Stars-KASP881) on 7DL. Gb9 was 0.5 cM distal to Stars-KASP872 and 0.5 cM proximal to StarsKASP881. Allelism tests indicated that Gb9 is a new greenbug resistance gene which confers resistance to greenbug biotypes C, E, H, I, and TX1. TX1 is one of the most widely virulent biotypes and has overcome most known wheat greenbug resistance genes. The introgression of Gb9 into locally adapted wheat cultivars is of economic importance, and the KASP markers developed in this study can be used to tag Gb9 in cultivar development.","Xu X, Li G, Bai G, Bian R, Bernardo A, Wolabu TW, Carver BF, Wu Y, Elliott N",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04652-7,38834870,Identification and validation of two major QTL for grain number per spike on chromosomes 2B and 2D in bread wheat (Triticum aestivum L.),"Grain number per spike (GNS) is one of the main components of wheat yield. Genetic dissection of their regulatory factors is essential to improve the yield potential. In present study, a recombinant inbred line population comprising 180 lines developed from the cross between a high GNS line W7268 and a cultivar Chuanyu12 was employed to identify quantitative trait loci (QTL) associated with GNS across six environments. Two major QTL, QGns.cib-2B.1 and QGns.cib-2D.1, were detected in at least four environments with the phenotypic variations of 12.99-27.07% and 8.50-13.79%, respectively. And significant interactions were observed between the two major QTL. In addition, QGns.cib-2B.1 is a QTL cluster for GNS, grain number per spikelet and fertile tiller number, and they were validated in different genetic backgrounds using Kompetitive Allele Specific PCR (KASP) markers. QGns.cib-2B.1 showed pleotropic effects on other yield-related traits including plant height, spike length, and spikelet number per spike, but did not significantly affect thousand grain weight which suggested that it might be potentially applicable in breeding program. Comparison analysis suggested that QGns. cib-2B.1 might be a novel QTL. Furthermore, haplotype analysis of QGns.cib-2B.1 indicated that it is a hot spot of artificial selection during wheat improvement. Based on the expression patterns, gene annotation, orthologs analysis and sequence variations, the candidate genes of QGns.cib-2B.1 were predicted. Collectively, the major QTL and KASP markers reported here provided a wealth of information for the genetic basis of GNS and grain yield improvement.","Liao S, Xu Z, Fan X, Zhou Q, Liu X, Jiang C, Ma F, Wang Y, Wang T, Feng B",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04654-5,38850423,High-density mapping of durable and broad-spectrum stripe rust resistance gene Yr30 in wheat,"The emergence of genetically diverse and more aggressive races of Puccinia striiformis f. sp. tritici (Pst) in the past twenty years has resulted in global stripe rust outbreaks and the rapid breakdown of resistance genes. Yr30 is an adult plant resistance (APR) gene with broad-spectrum effectiveness and its durability. Here, we fine-mapped the YR30 locus to a 0.52-cM interval using 1629 individuals derived from residual heterozygous F5:6 plants in a Yaco""S""_Mingxian169 recombinant inbred line population. This interval corresponded to a 610-kb region in the International Wheat Genome Sequencing Consortium (IWGSC) RefSeq version 2.1 on chromosome arm 3BS harboring 30 high-confidence genes. Five genes were identified as candidate genes based on functional annotation, expression analysis by RNA-seq and sequence polymorphisms between cultivars with and without Yr30 based on resequencing. Haplotype analysis of the target region identified six haplotypes (YR30_h1-YR30_h6) in a panel of 1215 wheat accessions based on the 660K feature genotyping array. Lines with YR30_h6 displayed more resistance to stripe rust than the other five haplotypes. Near-isogenic lines (NILs) with Yr30 showed a 32.94% higher grain yield than susceptible counterparts when grown in a stripe rust nursery, whereas there was no difference in grain yield under rust-free conditions. These results lay a foundation for map-based cloning Yr30.","Wang X, Xiang M, Li H, Li X, Mu K, Huang S, Zhang Y, Cheng X, Yang S, Yuan X, Singh RP, Bhavani S, Zeng Q, Wu J, Kang Z, Liu S, Han D",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04661-6,38836887,Molecular characterization of QTL for grain zinc and iron concentrations in wheat landrace Chinese Spring,"Wheat is a major source of dietary energy for the growing world population. Developing cultivars with enriched zinc and iron can potentially alleviate human micronutrient deficiency. In this study, a recombinant inbred line (RIL) population with 245 lines derived from cross Zhou 8425B_Chinese Spring was used to detect quantitative trait loci (QTL) for grain zinc concentration (GZnC) and grain iron concentration (GFeC) across four environments. Three stable QTL for GZnC with all favorable alleles from Chinese Spring were identified on chromosomes 3BL, 5AL, and 5BL. These QTL explaining maxima of 8.7%, 5.8%, and 7.1% of phenotypic variances were validated in 125 resequenced wheat accessions encompassing both landraces and modern cultivars using six kompetitive allele specific PCR (KASP) assays. The frequencies of favorable alleles for QGZnCzc.caas-3BL, QGZnCzc.caas-5AL and QGZnCzc.caas-5BL were higher in landraces (90.4%, 68.0%, and 100.0%, respectively) compared to modern cultivars (45.9%, 35.4%, and 40.9%), suggesting they were not selected in breeding programs. Candidate gene association studies on GZnC in the cultivar panel further delimited the QTL into 8.5 Mb, 4.1 Mb, and 47.8 Mb regions containing 46, 4, and 199 candidate genes, respectively. The 5BL QTL located in a region where recombination was suppressed. Two stable and three less stable QTL for GFeC with favorable alleles also from Chinese Spring were identified on chromosomes 4BS (Rht-B1a), 4DS (Rht-D1a), 1DS, 3AS, and 6DS. This study sheds light on the genetic basis of GZnC and GFeC in Chinese Spring and provides useful molecular markers for wheat biofortification.","Sun M, Tong J, Dong Y, Pu Z, Zheng J, Zhang Y, Zhang X, Hao C, Xu X, Cao Q, Rasheed A, Ali MB, Cao S, Xia X, He Z, Ni Z, Hao Y",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04662-5,38907845,Genome-wide association study and linkage mapping reveal TaqW-6B associated with water-extractable arabinoxylan content in wheat grain,"Water-extractable arabinoxylan (WE-AX), an important component of hemicellulose, is associated with various abundant health benefits. In this study, QTLs for WE-AX content were detected in two populations: (1) a recombinant inbred line (RIL) population with 164 lines derived from a cross between Avocet and Chilero (AC population) genotyped with diversity array technology (DArT), and (2) a natural population of 243 varieties (CH population) genotyped with the Axiom wheat 660 K single-nucleotide polymorphism (SNP) array. A stable QTL Qwe-ax.haust-6B, explaining 8.51-15.59% of the phenotypic variance, was mapped in the physical interval 459.38-572.09 Mb on the long arm of chromosome 6B in the AC population, tightly linked with DArT markers 3,944,740 and 4,991,038 under three experimental conditions. The Qwe-ax.haust-6B was further narrowed down to be delimited in the physical interval 516.47-571.58 Mb on chromosome 6BL, explaining 5.86-16.27% of the phenotypic variance in the CH population. Furthermore, we developed high-throughput kompetitive allele-specific PCR (KASP) markers to reconstruct the genetic linkage map in the AC population, and Qwe-ax. haust-6B was fine mapped into a narrow region named TaqW-6B, which was compressed between KASP-6B-3 and KASP6B-6 at a physical distance of 3.8 Mb. In the meanwhile, the markers were also validated in a natural population of 160 wheat lines (NP population). Consequently, this study is of great importance to provide the theoretical basis for cloning the key gene and developing functional markers for molecular breeding.","Li Q, Zeng Z, Zhao Y, Li J, Chen F, Wang C",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04663-4,38874613,Diversity in bread and durum wheat stigma morphology and linkage,"Although much understudied in wheat, the stigma is a crucial component for attaining grain set, the fundamental basis for yield, particularly in hybrid production systems where successful grain set relies on wind-driven pollen dispersal by the male parent and effective pollen capture by the female parent. Females with long stigma that exsert early are thought to be advantageous. Using glasshouse-grown lines, we examined variation in Total Stigma Length (TSL) across diverse panels comprising 27 durum and 116 bread wheat genotypes. Contrasting genotypes were selected for population development and genetic analysis. Quantitative trait loci (QTL) analysis was performed on a durum F2 population and a bread wheat recombinant inbred line (RIL) population. Contrasting with studies of anther length, we found no large effect on TSL of the GA-insensitive semi-dwarfing genes Rht-B1 and Rht-D1 in either durum or bread wheat. However, in durum cultivar Italo, we identified a region on chromosome 6A which is robustly associated with larger TSL and contains the Rht14 allele for reduced plant height, a trait that is favourable for female line development in hybrid systems. This dual effect locus explained 25.2 and 19.2% of TSL phenotypic variation in experiments across two growing seasons, with preliminary results suggesting this locus may increase TSL when transferred to bread wheat. In a bread wheat, RIL population minor QTL on 1A and 2A was indicated, but the strongest association was with Ppd-B1. Methods developed here, and the identification of a TSL-enhancing locus provides advances and further opportunities in the study of wheat stigma.","Pallotta OISLTDGRM, Okada T, Roy S, Pearson A, Baumann U, Whitford R",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04670-5,38904787,Introgression of chromosome 5P from Agropyron cristatum enhances grain weight in a wheat background,"Thousand-grain weight is an important trait in wheat breeding, with a narrow genetic basis being the main factor limiting improvement. Agropyron cristatum, a wild relative of wheat, harbors many desirable genes for wheat improvement. Here, we found that the introduction of the 5P chromosome from A. cristatum into wheat significantly increased the thousand-grain weight by 2.55-7.10 g, and grain length was the main contributor to grain weight. An increase in grain weight was demonstrated in two commercial wheat varieties, indicating that the grain weight locus was not affected by the wheat background. To identify the chromosome segment harboring the grain weight locus, three A. cristatum 5P deletion lines, two wheat-A. cristatum 5P translocation lines and genetic populations of these lines were used to evaluate agronomic traits. We found that the translocation lines harboring the long arm of A. cristatum chromosome 5P (5PL) exhibited high grain weight and grain length, and the genetic locus associated with increased grain weight was mapped to 5PL (bin 7-12). An increase in grain weight did not adversely affect other agronomic traits in translocation line 5PT2, which is a valuable germplasm resource. Overall, we identified a grain weight locus from chromosome 5PL and provided valuable germplasm for improving wheat grain weight.","Han H, Yang J, Qi K, Zhu H, Wu P, Zhou S, Zhang J, Guo B, Liu W, Guo X, Lu Y, Yang X, Li X, Li L",Theoretical and Applied Genetics,2024
