doi,pubmed_id,title,abstract,authors,journal,year
10.3390_ijms18091840,28837076,iTRAQ-Based Proteomics Analysis and Network Integration for Kernel Tissue Development in Maize.,"Grain weight is one of the most important yield components and a developmentally complex structure comprised of two major compartments (endosperm and pericarp) in maize (Zea mays L.), however, very little is known concerning the coordinated accumulation of the numerous proteins involved. Herein, we used isobaric tags for relative and absolute quantitation (iTRAQ)-based comparative proteomic method to analyze the characteristics of dynamic proteomics for endosperm and pericarp during grain development. Totally, 9539 proteins were identified for both components at four development stages, among which 1401 proteins were non-redundant, 232 proteins were specific in pericarp and 153 proteins were specific in endosperm. A functional annotation of the identified proteins revealed the importance of metabolic and cellular processes, and binding and catalytic activities for the tissue development. Three and 76 proteins involved in 49 Kyoto Encyclopedia of Genes and Genomes (KEGG) pathways were integrated for the specific endosperm and pericarp proteins, respectively, reflecting their complex metabolic interactions. In addition, four proteins with important functions and different expression levels were chosen for gene cloning and expression analysis. Different concordance between mRNA level and the protein abundance was observed across different proteins, stages, and tissues as in previous research. These results could provide useful message for understanding the developmental mechanisms in grain development in maize.","Zhang L, Dong Y, Wang Q, Du C, Xiong W, Li X, Zhu S, Li Y.",Int J Mol Sci,2017
10.1186_s12864-017-4103-x,28877662,Genome-wide characterization of non-reference transposable element insertion polymorphisms reveals genetic diversity in tropical and temperate maize.,"BACKGROUND: Maize was originally domesticated in a tropical environment but is now widely cultivated at temperate latitudes. Temperate and tropical maize populations have diverged both genotypically and phenotypically. Tropical maize lines grown in temperate environments usually exhibit delayed flowering, pollination, and seed set, which reduces their grain yield relative to temperate adapted maize lines. One potential mechanism by which temperate maize may have adapted to a new environment is novel transposable element insertions, which can influence gene regulation. Recent advances in sequencing technology have made it possible to study variation in transposon content and insertion location in large sets of maize lines. RESULTS: In total, 274,408 non-redundant TEs (NRTEs) were identified using resequencing data generated from 83 maize inbred lines. The locations of DNA TEs and copia-superfamily retrotransposons showed significant positive correlations with gene density and genetic recombination rates, whereas gypsy-superfamily retrotransposons showed a negative correlation with these two parameters. Compared to tropical maize, temperate maize had fewer unique NRTEs but higher insertion frequency, lower background recombination rates, and higher linkage disequilibrium, with more NRTEs close to flowering and stress-related genes in the genome. Association mapping demonstrated that the presence/absence of 48 NRTEs was associated with flowering time and that expression of neighboring genes differed between haplotypes where a NRTE was present or absent. CONCLUSIONS: This study suggests that NRTEs may have played an important role in creating the variation in gene regulation that enabled the rapid adaptation of maize to diverse environments.","Lai X, Schnable JC, Liao Z, Xu J, Zhang G, Li C, Hu E, Rong T, Xu Y, Lu Y.",BMC Genomics,2017
10.1186_s12864-017-4005-y,28886704,"Differentiated transcriptional signatures in the maize landraces of Chiapas, Mexico.","BACKGROUND: Landrace farmers are the keepers of crops locally adapted to the environments where they are cultivated. Patterns of diversity across the genome can provide signals of past evolution in the face of abiotic and biotic change. Understanding this rich genetic resource is imperative especially since diversity can provide agricultural security as climate continues to shift. RESULTS: Here we employ RNA sequencing (RNA-seq) to understand the role that conditions that vary across a landscape may have played in shaping genetic diversity in the maize landraces of Chiapas, Mexico. We collected landraces from three distinct elevational zones and planted them in a midland common garden. Early season leaf tissue was collected for RNA-seq and we performed weighted gene co-expression network analysis (WGCNA). We then used association analysis between landrace co-expression module expression values and environmental parameters of landrace origin to elucidate genes and gene networks potentially shaped by environmental factors along our study gradient. Elevation of landrace origin affected the transcriptome profiles. Two co-expression modules were highly correlated with temperature parameters of landrace origin and queries into their 'hub' genes suggested that temperature may have led to differentiation among landraces in hormone biosynthesis/signaling and abiotic and biotic stress responses. We identified several 'hub' transcription factors and kinases as candidates for the regulation of these responses. CONCLUSIONS: These findings indicate that natural selection may influence the transcriptomes of crop landraces along an elevational gradient in a major diversity center, and provide a foundation for exploring the genetic basis of local adaptation. While we cannot rule out the role of neutral evolutionary forces in the patterns we have identified, combining whole transcriptome sequencing technologies, established bioinformatics techniques, and common garden experimentation can powerfully elucidate structure of adaptive diversity across a varied landscape. Ultimately, gaining such understanding can facilitate the conservation and strategic utilization of crop genetic diversity in a time of climate change.","Kost MA, Perales HR, Wijeratne S, Wijeratne AJ, Stockinger E, Mercer KL.",BMC Genomics,2017
10.3390_ijms18091938,28914754,Investigation of Antimicrobial Peptide Genes Associated with Fungus and Insect Resistance in Maize.,"Antimicrobial peptides (AMPs) are small defense proteins present in various organisms. Major groups of AMPs include beta-barrelin, hevein, knottin, lipid transfer protein (LTP), thionin, defensin, snakin, and cyclotide. Most plant AMPs involve host plant resistance to pathogens such as fungi, viruses, and bacteria, whereas a few plant AMPs from the cyclotide family carry insecticidal functions. In this research, a genome-wide investigation on antimicrobial peptide genes in maize genome was conducted. AMPs previously identified from various plant species were used as query sequences for maize genome data mining. Thirty-nine new maize AMPs were identified in addition to seven known maize AMPs. Protein sequence analysis revealed 10 distinguishable maize AMP groups. Analysis of mRNA expression of maize AMP genes by quantitative real-time polymerase chain reaction (qRT-PCR) revealed different expression patterns in a panel of 10 maize inbred lines. Five maize AMP genes were found significantly associated with insect or fungus resistance. Identification of maize antimicrobial peptide genes will facilitate the breeding of host plant resistance and improve maize production.","Noonan J, Williams WP, Shan X.",Int J Mol Sci,2017
10.1371_journal.pgen.1007019,28953891,Incomplete dominance of deleterious alleles contributes substantially to trait variation and heterosis in maize.,"Deleterious alleles have long been proposed to play an important role in patterning phenotypic variation and are central to commonly held ideas explaining the hybrid vigor observed in the offspring of a cross between two inbred parents. We test these ideas using evolutionary measures of sequence conservation to ask whether incorporating information about putatively deleterious alleles can inform genomic selection (GS) models and improve phenotypic prediction. We measured a number of agronomic traits in both the inbred parents and hybrids of an elite maize partial diallel population and re-sequenced the parents of the population. Inbred elite maize lines vary for more than 350,000 putatively deleterious sites, but show a lower burden of such sites than a comparable set of traditional landraces. Our modeling reveals widespread evidence for incomplete dominance at these loci, and supports theoretical models that more damaging variants are usually more recessive. We identify haplotype blocks using an identity-by-decent (IBD) analysis and perform genomic prediction analyses in which we weigh blocks on the basis of complementation for segregating putatively deleterious variants. Cross-validation results show that incorporating sequence conservation in genomic selection improves prediction accuracy for grain yield and other fitness-related traits as well as heterosis for those traits. Our results provide empirical support for an important role for incomplete dominance of deleterious alleles in explaining heterosis and demonstrate the utility of incorporating functional annotation in phenotypic prediction and plant breeding.","Yang J, Mezmouk S, Baumgarten A, Buckler ES, Guill KE, McMullen MD, Mumm RH, Ross-Ibarra J.",PLoS Genet,2017
10.1534_g3.117.300293,28978631,Genetic Screening for EMS-Induced Maize Embryo-Specific Mutants Altered in Embryo Morphogenesis.,"We have previously identified embryo-specific (emb) mutations that resulted in maize kernels containing abnormal embryos with normal-appearing endosperm among the progeny of active Robertson's Mutator stocks. Our rationale for the mutant screen described here is that it should be possible to produce ethyl methane sulfonate (EMS)-induced emb mutations at a frequency higher than that obtained by transposon mutagenesis and with greater ease. This proved to be the case when we screened for mutations that are embryo-specific among progeny of materials generated with EMS-treated pollen. The EMS-induced emb mutation frequency reported here is nearly three times the 4.5% we obtained with the transposable element stocks. The 45 mutants reported here were all tested for germination capacity and nearly all were lethal. The embryo phenotypes of 34 mutations were examined by dissection of the mature embryos. All were found to be retarded in development and morphologically abnormal. Half of the mutants in this group were blocked in the proembryo and transition stages. They likely include mutations in nuclear genes coding for plastid proteins. The other 17 are mainly blocked in the coleoptilar stage, or in later stages with a low frequency. This group likely includes mutations in genes regulating the completion of shoot apical meristem (SAM) development and accompanying morphogenetic events. Most of the complementation tests using 19 of the mutations in 35 unique combinations complimented each other, except for two pairs of mutations with similar phenotypes. Our results provide additional evidence for the presence of many emb loci in the maize genome.","Brunelle DC, Clark JK, Sheridan WF.",G3 (Bethesda),2017
10.1093_jxb_erx212,28981788,EMPTY PERICARP11 serves as a factor for splicing of mitochondrial nad1 intron and is required to ensure proper seed development in maize.,"Group II introns are common in the mitochondrial genome of higher plant species. The splicing of these introns is a complex process involving the synergistic action of multiple factors. However, few of these factors have been characterized in maize. In this study, we found that the Empty pericarp11 (Emp11) gene, which encodes a P-type pentatricopeptide repeat (PPR) protein, is required for the development of maize seeds. The loss of Emp11 function seriously impairs embryo and endosperm development, resulting in empty pericarp seeds in maize, and alteration in Emp11 expression leads to quantitative variation in kernel size and weight. We found that the emp11 mutants showed a failure in nad1 intron splicing, exhibited a severe reduction in complex I assembly and activity, mitochondrial structure disturbances, and an increase in alternative oxidase AOX2 and AOX3 levels. Interestingly, the emp11 phenotype was very severe in the W22 inbred line but could be partially recovered in B73 BC2F2 segregating ears. These results suggest that EMP11 serves as a factor for the splicing of mitochondrial nad1 introns and is required for mitochondrial function to ensure proper seed development in maize.","Ren X, Pan Z, Zhao H, Zhao J, Cai M, Li J, Zhang Z, Qiu F.",J Exp Bot,2017
10.3389_fpls.2017.01774,29075283,Molecular Basis of Resistance to Fusarium Ear Rot in Maize.,"The impact of climate change has been identified as an emerging issue for food security and safety, and the increased incidence of mycotoxin contamination in maize over the last two decades is considered a potential emerging hazard. Disease control by chemical and agronomic approaches is often ineffective and increases the cost of production; for this reason the exploitation of genetic resistance is the most sustainable method for reducing contamination. The review focuses on the significant advances that have been made in the development of transcriptomic, genetic and genomic information for maize, Fusarium verticillioides molds, and their interactions, over recent years. Findings from transcriptomic studies have been used to outline a specific model for the intracellular signaling cascade occurring in maize cells against F. verticillioides infection. Several recognition receptors, such as receptor-like kinases and R genes, are involved in pathogen perception, and trigger down-stream signaling networks mediated by mitogen-associated protein kinases. These signals could be orchestrated primarily by hormones, including salicylic acid, auxin, abscisic acid, ethylene, and jasmonic acid, in association with calcium signaling, targeting multiple transcription factors that in turn promote the down-stream activation of defensive response genes, such as those related to detoxification processes, phenylpropanoid, and oxylipin metabolic pathways. At the genetic and genomic levels, several quantitative trait loci (QTL) and single-nucleotide polymorphism markers for resistance to Fusarium ear rot deriving from QTL mapping and genome-wide association studies are described, indicating the complexity of this polygenic trait. All these findings will contribute to identifying candidate genes for resistance and to applying genomic technologies for selecting resistant maize genotypes and speeding up a strategy of breeding to contrast disease, through plants resistant to mycotoxin-producing pathogens.","Lanubile A, Maschietto V, Borrelli VM, Stagnati L, Logrieco AF, Marocco A.",Front Plant Sci,2017
10.1186_s12870-017-1108-1,29025411,Maize RNA PolIV affects the expression of genes with nearby TE insertions and has a genome-wide repressive impact on transcription.,"BACKGROUND: RNA-directed DNA methylation (RdDM) is a plant-specific epigenetic process that relies on the RNA polymerase IV (Pol IV) for the production of 24 nucleotide small interfering RNAs (siRNA) that guide the cytosine methylation and silencing of genes and transposons. Zea mays RPD1/RMR6 gene encodes the largest subunit of Pol IV and is required for normal plant development, paramutation, transcriptional repression of certain transposable elements (TEs) and transcriptional regulation of specific alleles. RESULTS: In this study we applied a total RNA-Seq approach to compare the B73 and rpd1/rmr6 leaf transcriptomes. Although previous studies indicated that loss of siRNAs production in RdDM mutants provokes a strong loss of CHH DNA methylation but not massive gene or TEs transcriptional activation in both Arabidopsis and maize, our total RNA-Seq analysis of rpd1/rmr6 transcriptome reveals that loss of Pol IV activity causes a global increase in the transcribed fraction of the maize genome. Our results point to the genes with nearby TE insertions as being the most strongly affected by Pol IV-mediated gene silencing. TEs modulation of nearby gene expression is linked to alternative methylation profiles on gene flanking regions, and these profiles are strictly dependent on specific characteristics of the TE member inserted. Although Pol IV is essential for the biogenesis of siRNAs, the genes with associated siRNA loci are less affected by the pol IV mutation. CONCLUSIONS: This deep and integrated analysis of gene expression, TEs distribution, smallRNA targeting and DNA methylation levels, reveals that loss of Pol IV activity globally affects genome regulation, pointing at TEs as modulator of nearby gene expression and indicating the existence of multiple level epigenetic silencing mechanisms. Our results also suggest a predominant role of the Pol IV-mediated RdDM pathway in genome dominance regulation, and subgenome stability and evolution in maize.","Forestan C, Farinati S, Aiese Cigliano R, Lunardon A, Sanseverino W, Varotto S.",BMC Plant Biol,2017
10.1186_s12870-017-1119-y,29037150,Genome-wide trait-trait dynamics correlation study dissects the gene regulation pattern in maize kernels.,"BACKGROUND: Dissecting the genetic basis and regulatory mechanisms for the biosynthesis and accumulation of nutrients in maize could lead to the improved nutritional quality of this crop. Gene expression is regulated at the genomic, transcriptional, and post-transcriptional levels, all of which can produce diversity among traits. However, the expression of most genes connected with a particular trait usually does not have a direct association with the variation of that trait. In addition, expression profiles of genes involved in a single pathway may vary as the intrinsic cellular state changes. To work around these issues, we utilized a statistical method, liquid association (LA) to investigate the complex pattern of gene regulation in maize kernels. RESULTS: We applied LA to the expression profiles of 28,769 genes to dissect dynamic trait-trait correlation patterns in maize kernels. Among the 1000 LA pairs (LAPs) with the largest LA scores, 686 LAPs were identified conditional correlation. We also identified 830 and 215 LA-scouting leaders based on the positive and negative LA scores, which were significantly enriched for some biological processes and molecular functions. Our analysis of the dynamic co-expression patterns in the carotene biosynthetic pathway clearly indicated the important role of lcyE, CYP97A, ZEP1, and VDE in this pathway, which may change the direction of carotene biosynthesis by controlling the influx and efflux of the substrate. The dynamic trait-trait correlation patterns between gene expression and oil concentration in the fatty acid metabolic pathway and its complex regulatory network were also assessed. 23 of 26 oil-associated genes were correlated with oil concentration conditioning on 580 LA-scoutinggenes, and 5% of these LA-scouting genes were annotated as enzymes in the oil metabolic pathway. CONCLUSIONS: By focusing on the carotenoid and oil biosynthetic pathways in maize, we showed that a genome-wide LA analysis provides a novel and effective way to detect transcriptional regulatory relationships. This method will help us understand the biological role of maize kernel genes and will benefit maize breeding programs.","Xu X, Wang M, Li L, Che R, Li P, Pei L, Li H.",BMC Plant Biol,2017
10.1016_j.cub.2017.09.040,29056456,Re-creation of a Key Step in the Evolutionary Switch from C<sub>3</sub> to C<sub>4</sub> Leaf Anatomy.,"The C4 photosynthetic pathway accounts for ∼25% of primary productivity on the planet despite being used by only 3% of species. Because C4 plants are higher yielding than C3 plants, efforts are underway to introduce the C4 pathway into the C3 crop rice. This is an ambitious endeavor; however, the C4 pathway evolved from C3 on multiple independent occasions over the last 30 million years, and steps along the trajectory are evident in extant species. One approach toward engineering C4 rice is to recapitulate this trajectory, one of the first steps of which was a change in leaf anatomy. The transition from C3 to so-called """"proto-Kranz"""" anatomy requires an increase in organelle volume in sheath cells surrounding leaf veins. Here we induced chloroplast and mitochondrial development in rice vascular sheath cells through constitutive expression of maize GOLDEN2-LIKE genes. Increased organelle volume was accompanied by the accumulation of photosynthetic enzymes and by increased intercellular connections. This suite of traits reflects that seen in """"proto-Kranz"""" species, and, as such, a key step toward engineering C4 rice has been achieved.","Wang P, Khoshravesh R, Karki S, Tapia R, Balahadia CP, Bandyopadhyay A, Quick WP, Furbank R, Sage TL, Langdale JA.",Curr Biol,2017
10.1038_s41467-017-00969-8,29062086,Single nucleus sequencing reveals spermatid chromosome fragmentation as a possible cause of maize haploid induction.,"Production of maternal haploids using a conspecific haploid inducer is routine and highly efficient in maize. However, the underlying mechanism of haploid induction (HI) is unclear. We develop a method to isolate three nuclei from a pollen grain and four microspores from a tetrad for whole-genome sequencing. A high rate of aneuploidy is observed at the three-nucleus stage (6/22 pollens) rather than at the tetrad stage (1/72 microspores) in one HI line CAU5. Frequent aneuploidy is also observed in another two inducer lines, but not in two regular lines, which implies that HI may be associated with pollen aneuploidy. We further sequence the individual embryos and endosperms of 88 maize kernels crossing between regular and inducer lines. Genome-wide elimination of the CAU5-derived chromosome is identified in eight of 81 embryos. Together, these results suggest that continuous chromosome fragmentation occurring post meiosis in the gametophyte may cause haploidy of the embryo.","Li X, Meng D, Chen S, Luo H, Zhang Q, Jin W, Yan J.",Nat Commun,2017
10.1186_s13059-017-1328-6,29041960,Substantial contribution of genetic variation in the expression of transcription factors to phenotypic variation revealed by eRD-GWAS.,"BACKGROUND: There are significant limitations in existing methods for the genome-wide identification of genes whose expression patterns affect traits. RESULTS: The transcriptomes of five tissues from 27 genetically diverse maize inbred lines were deeply sequenced to identify genes exhibiting high and low levels of expression variation across tissues or genotypes. Transcription factors are enriched among genes with the most variation in expression across tissues, as well as among genes with higher-than-median levels of variation in expression across genotypes. In contrast, transcription factors are depleted among genes whose expression is either highly stable or highly variable across genotypes. We developed a Bayesian-based method for genome-wide association studies (GWAS) in which RNA-seq-based measures of transcript accumulation are used as explanatory variables (eRD-GWAS). The ability of eRD-GWAS to identify true associations between gene expression variation and phenotypic diversity is supported by analyses of RNA co-expression networks, protein-protein interaction networks, and gene regulatory networks. Genes associated with 13 traits were identified using eRD-GWAS on a panel of 369 maize inbred lines. Predicted functions of many of the resulting trait-associated genes are consistent with the analyzed traits. Importantly, transcription factors are significantly enriched among trait-associated genes identified with eRD-GWAS. CONCLUSIONS: eRD-GWAS is a powerful tool for associating genes with traits and is complementary to SNP-based GWAS. Our eRD-GWAS results are consistent with the hypothesis that genetic variation in transcription factor expression contributes substantially to phenotypic diversity.","Lin HY, Liu Q, Li X, Yang J, Liu S, Huang Y, Scanlon MJ, Nettleton D, Schnable PS.",Genome Biol,2017
10.1007_s00497-017-0311-4,29101473,Tracking maize pollen development by the Leaf Collar Method.,"An easy and highly reproducible nondestructive method named the Leaf Collar Method is described to identify and characterize the different stages of pollen development in maize. In plants, many cellular events such as meiosis, asymmetric cell division, cell cycle regulation, cell fate determination, nucleus movement, vacuole formation, chromatin condensation and epigenetic modifications take place during pollen development. In maize, pollen development occurs in tassels that are confined within the internal stalk of the plant. Hence, identification of the different pollen developmental stages as a tool to investigate above biological processes is impossible without dissecting the entire plant. Therefore, an efficient and reproducible method is necessary to isolate homogeneous cell populations at individual stages throughout pollen development without destroying the plant. Here, we describe a method to identify the various stages of pollen development in maize. Using the Leaf Collar Method in the maize inbreed line B73, we have determined the duration of each stage from pollen mother cells before meiosis to mature tricellular pollen. Anther and tassel size as well as percentage of pollen stages were correlated with vegetative stages, which are easily recognized. The identification of stage-specific genes indicates the reproducibility of the method. In summary, we present an easy and highly reproducible nondestructive method to identify and characterize the different stages of pollen development in maize. This method now opens the way for many subsequent physiological, morphological and molecular analyses to study, for instance, transcriptomics, metabolomics, DNA methylation and chromatin patterns during normal and stressful conditions throughout pollen development in one of the economically most important grass species.","Begcy K, Dresselhaus T.",Plant Reprod,2017
10.1371_journal.pone.0187157,29112965,Overlapping RdDM and non-RdDM mechanisms work together to maintain somatic repression of a paramutagenic epiallele of maize pericarp color1.,"Allelic variation at the Zea mays (maize) pericarp color1 (p1) gene has been attributed to epigenetic gene regulation. A p1 distal enhancer, 5.2 kb upstream of the transcriptional start site, has demonstrated variation in DNA methylation in different p1 alleles/epialleles. In addition, DNA methylation of sequences within the 3' end of intron 2 also plays a role in tissue-specific expression of p1 alleles. We show here a direct evidence for small RNAs' involvement in regulating p1 that has not been demonstrated previously. The role of mediator of paramutation1 (mop1) was tested in the maintenance of somatic silencing at distinct p1 alleles: the non-paramutagenic P1-wr allele and paramutagenic P1-rr' epiallele. The mop1-1 mutation gradually relieves the silenced phenotype after multiple generations of exposure; P1-wr;mop1-1 plants display a loss of 24-nt small RNAs and DNA methylation in the 3' end of the intron 2, a region close to a Stowaway transposon. In addition, a MULE sequence within the proximal promoter of P1-wr shows depletion of 24nt siRNAs in mop1-1 plants. Release of silencing was not correlated with small RNAs at the distal enhancer region of the P1-wr allele. We found that the somatic silencing of the paramutagenic P1-rr' is correlated with significantly reduced H3K9me2 in the distal enhancer of P1-rr'; mop1-1 plants, while symmetric DNA methylation is not significantly different. This study highlights that the epigenetic regulation of p1 alleles is controlled both via RdDM as well as non-RdDM mechanisms.","Wang PH, Wittmeyer KT, Lee TF, Meyers BC, Chopra S.",PLoS One,2017
10.1534_g3.117.300073,29122849,Modeling the Evolution of Female Meiotic Drive in Maize.,"Autosomal drivers violate Mendel's law of segregation in that they are overrepresented in gametes of heterozygous parents. For drivers to be polymorphic within populations rather than fixing, their transmission advantage must be offset by deleterious effects on other fitness components. In this paper, we develop an analytical model for the evolution of autosomal drivers that is motivated by the neocentromere drive system found in maize. In particular, we model both the transmission advantage and deleterious fitness effects on seed viability, pollen viability, seed to adult survival mediated by maternal genotype, and seed to adult survival mediated by offspring genotype. We derive general, biologically intuitive conditions for the four most likely evolutionary outcomes and discuss the expected evolution of autosomal drivers given these conditions. Finally, we determine the expected equilibrium allele frequencies predicted by the model given recent estimates of fitness components for all relevant genotypes and show that the predicted equilibrium is within the range observed in maize land races for levels of drive at the low end of what has been observed.","Hall DW, Dawe RK.",G3 (Bethesda),2018
10.1371_journal.pone.0020621,21687735,Cloning and characterization of a putative TAC1 ortholog associated with leaf angle in maize (Zea mays L.).,"BACKGROUND: Modifying plant architecture to increase photosynthesis efficiency and reduce shade avoidance response is very important for further yield improvement when crops are grown in high density. Identification of alleles controlling leaf angle in maize is needed to provide insight into molecular mechanism of leaf development and achieving ideal plant architecture to improve grain yield. METHODOLOGY/PRINCIPAL FINDINGS: The gene cloning was done by using comparative genomics, and then performing real-time polymerase chain reaction (RT-PCR) analysis to assay gene expression. The gene function was validated by sequence dissimilarity analysis and QTL mapping using a functional cleaved amplified polymorphism (CAP). CONCLUSIONS: The leaf angle is controlled by a major quantitative trait locus, ZmTAC1 (Zea mays L. Leaf Angle Control 1). ZmTAC1 has 4 exons encoding a protein with 263 amino acids, and its domains are the same as those of the rice OsTAC1 protein. ZmTAC1 was found to be located in the region of qLA2 by using the CAP marker and the F(2:3) families from the cross between Yu82 and Shen137. Real-time PCR analysis revealed ZmTAC1 expression was the highest in the leaf-sheath pulvinus, less in the leaf and shoot apical meristem, and the lowest in the root. A nucleotide difference in the 5'-untranslated region (UTR) between the compact inbred line Yu82 (""""CTCC"""") and the expanded inbred line Shen137 (""""CCCC"""") influences the expression level of ZmTAC1, further controlling the size of the leaf angle. Sequence verification of the change in the 5'-UTR revealed ZmTAC1 with """"CTCC"""" was present in 13 compact inbred lines and ZmTAC1 with """"CCCC"""" was present in 18 expanded inbred lines, indicating ZmTAC1 had been extensively utilized in breeding with regard to the improvement of the maize plant architecture.","Ku L, Wei X, Zhang S, Zhang J, Guo S, Chen Y.",PLoS One,2011
10.1186_s13059-017-1346-4,29132403,The interplay of demography and selection during maize domestication and expansion.,"BACKGROUND: The history of maize has been characterized by major demographic events, including population size changes associated with domestication and range expansion, and gene flow with wild relatives. The interplay between demographic history and selection has shaped diversity across maize populations and genomes. RESULTS: We investigate these processes using high-depth resequencing data from 31 maize landraces spanning the pre-Columbian distribution of maize, and four wild teosinte individuals (Zea mays ssp. parviglumis). Genome-wide demographic analyses reveal that maize experienced pronounced declines in effective population size due to both a protracted domestication bottleneck and serial founder effects during post-domestication spread, while parviglumis in the Balsas River Valley experienced population growth. The domestication bottleneck and subsequent spread led to an increase in deleterious alleles in the domesticate compared to the wild progenitor. This cost is particularly pronounced in Andean maize, which has experienced a more dramatic founder event compared to other maize populations. Additionally, we detect introgression from the wild teosinte Zea mays ssp. mexicana into maize in the highlands of Mexico, Guatemala, and the southwestern USA, which reduces the prevalence of deleterious alleles likely due to the higher long-term effective population size of teosinte. CONCLUSIONS: These findings underscore the strong interaction between historical demography and the efficiency of selection and illustrate how domesticated species are particularly useful for understanding these processes. The landscape of deleterious alleles and therefore evolutionary potential is clearly influenced by recent demography, a factor that could bear importantly on many species that have experienced recent demographic shifts.","Wang L, Beissinger TM, Lorant A, Ross-Ibarra C, Ross-Ibarra J, Hufford MB.",Genome Biol,2017
10.1186_s12870-017-1137-9,29132306,"RNA-Seq analysis of resistant and susceptible sub-tropical maize lines reveals a role for kauralexins in resistance to grey leaf spot disease, caused by Cercospora zeina.","BACKGROUND: Cercospora zeina is a foliar pathogen responsible for maize grey leaf spot in southern Africa that negatively impacts maize production. Plants use a variety of chemical and structural mechanisms to defend themselves against invading pathogens such as C. zeina, including the production of secondary metabolites with antimicrobial properties. In maize, a variety of biotic and abiotic stressors induce the accumulation of the terpenoid phytoalexins, zealexins and kauralexins. RESULTS: C. zeina-susceptible line displayed pervasive rectangular grey leaf spot lesions, running parallel with the leaf veins in contrast to C. zeina-resistant line that had restricted disease symptoms. Analysis of the transcriptome of both lines indicated that genes involved in primary and secondary metabolism were up-regualted, and although different pathways were prioritized in each line, production of terpenoid compounds were common to both. Targeted phytoalexin analysis revealed that C. zeina-inoculated leaves accumulated zealexins and kauralexins. The resistant line shows a propensity toward accumulation of the kauralexin B series metabolites in response to infection, which contrasts with the susceptible line that preferentially accumulates the kauralexin A series. Kauralexin accumulation was correlated to expression of the kauralexin biosynthetic gene, ZmAn2 and a candidate biosynthetic gene, ZmKSL2. We report the expression of a putative copalyl diphosphate synthase gene that is induced by C. zeina in the resistant line exclusively. DISCUSSION: This study shows that zealexins and kauralexins, and expression of their biosynthetic genes, are induced by C. zeina in both resistant and susceptible germplasm adapted to the southern African climate. The data presented here indicates that different forms of kauralexins accumulate in the resistant and susceptible maize lines in response to C. zeina, with the accumulation of kauralexin B compounds in a resistant maize line and kauralexin A compounds accumulating in the susceptible line.","Meyer J, Berger DK, Christensen SA, Murray SL.",BMC Plant Biol,2017
10.1186_1471-2229-11-4,21211047,Genetic dissection of maize phenology using an intraspecific introgression library.,"BACKGROUND: Collections of nearly isogenic lines where each line carries a delimited portion of a donor source genome into a common recipient genetic background are known as introgression libraries and have already shown to be instrumental for the dissection of quantitative traits. By means of marker-assisted backcrossing, we have produced an introgression library using the extremely early-flowering maize (Zea mays L.) variety Gaspé Flint and the elite line B73 as donor and recipient genotypes, respectively, and utilized this collection to investigate the genetic basis of flowering time and related traits of adaptive and agronomic importance in maize. RESULTS: The collection includes 75 lines with an average Gaspé Flint introgression length of 43.1 cM. The collection was evaluated for flowering time, internode length, number of ears, number of nodes (phytomeres), number of nodes above the ear, number and proportion of nodes below the ear and plant height. Five QTLs for flowering time were mapped, all corresponding to major QTLs for number of nodes. Three additional QTLs for number of nodes were mapped. Besides flowering time, the QTLs for number of nodes drove phenotypic variation for plant height and number of nodes below and above the top ear, but not for internode length. A number of apparently Mendelian-inherited phenotypes were also observed. CONCLUSIONS: While the inheritance of flowering time was dominated by the well-known QTL Vgt1, a number of other important flowering time QTLs were identified and, thanks to the type of plant material here utilized, immediately isogenized and made available for fine mapping. At each flowering time QTL, early flowering correlated with fewer vegetative phytomeres, indicating the latter as a key developmental strategy to adapt the maize crop from the original tropical environment to the northern border of the temperate zone (southern Canada), where Gaspé Flint was originally cultivated. Because of the trait differences between the two parental genotypes, this collection will serve as a permanent source of nearly isogenic materials for multiple studies of QTL analysis and cloning.","Salvi S, Corneti S, Bellotti M, Carraro N, Sanguineti MC, Castelletti S, Tuberosa R.",BMC Plant Biol,2011
10.1186_s12870-017-1181-5,29202693,Functional analysis of the GRMZM2G174449 promoter to identify Rhizoctonia solani-inducible cis-elements in maize.,"BACKGROUND: Banded leaf and sheath blight (BLSB), caused by the necrotrophic fungus Rhizoctonia solani, is a highly devastating disease in most maize and rice growing areas of the world. However, the molecular mechanisms of perceiving pathogen signals are poorly understood in hosts. RESULTS: Here, we identified a Rhizoctonia solani-inducible promoter pGRMZM2G174449 in maize. Deletion analysis showed that the -574 to -455 fragment was necessary for pGRMZM2G174449 in responding to R. solani and this fragment contained the unknown pathogen-inducible cis-elements according to the bioinformatics analysis. Furthermore, detailed quantitative assays showed that two cis-elements, GCTGA in the -567 to -563 region and TATAT in the -485 to -481 region, were specifically responsible for the R. solani-inducible activity. A series of point mutation analysis indicated that the two cis-elements have the conserved motifs of NHWGN and DWYWT, respectively. CONCLUSION: Our results indicated that pGRMZM2G174449 is a good R. solani-inducible promoter suitable for genetic engineering of BLSB resistance. And NHWGN and DWYWT are two R. solani-inducible cis-elements that play important roles in pGRMZM2G174449 responding to R. solani.","Yang F, Ding X, Chen J, Shen Y, Kong L, Li N, Chu Z.",BMC Plant Biol,2017
