doi,pubmed_id,title,abstract,authors,journal,year
10.1111_pbi.12611,27510362,An Agrobacterium-delivered CRISPR/Cas9 system for high-frequency targeted mutagenesis in maize.,"CRISPR/Cas9 is a powerful genome editing tool in many organisms, including a number of monocots and dicots. Although the design and application of CRISPR/Cas9 is simpler compared to other nuclease-based genome editing tools, optimization requires the consideration of the DNA delivery and tissue regeneration methods for a particular species to achieve accuracy and efficiency. Here, we describe a public sector system, ISU Maize CRISPR, utilizing Agrobacterium-delivered CRISPR/Cas9 for high-frequency targeted mutagenesis in maize. This system consists of an Escherichia coli cloning vector and an Agrobacterium binary vector. It can be used to clone up to four guide RNAs for single or multiplex gene targeting. We evaluated this system for its mutagenesis frequency and heritability using four maize genes in two duplicated pairs: Argonaute 18 (ZmAgo18a and ZmAgo18b) and dihydroflavonol 4-reductase or anthocyaninless genes (a1 and a4). T0 transgenic events carrying mono- or diallelic mutations of one locus and various combinations of allelic mutations of two loci occurred at rates over 70% mutants per transgenic events in both Hi-II and B104 genotypes. Through genetic segregation, null segregants carrying only the desired mutant alleles without the CRISPR transgene could be generated in T1 progeny. Inheritance of an active CRISPR/Cas9 transgene leads to additional target-specific mutations in subsequent generations. Duplex infection of immature embryos by mixing two individual Agrobacterium strains harbouring different Cas9/gRNA modules can be performed for improved cost efficiency. Together, the findings demonstrate that the ISU Maize CRISPR platform is an effective and robust tool to targeted mutagenesis in maize.","Char SN, Neelakandan AK, Nahampun H, Frame B, Main M, Spalding MH, Becraft PW, Meyers BC, Walbot V, Wang K, Yang B.",Plant Biotechnol J,2017
10.1038_srep35479,27739524,Characterization of factors underlying the metabolic shifts in developing kernels of colored maize.,"Elucidation of the metabolic pathways determining pigmentation and their underlying regulatory mechanisms in maize kernels is of high importance in attempts to improve the nutritional composition of our food. In this study, we compared dynamics in the transcriptome and metabolome between colored SW93 and white SW48 by integrating RNA-Seq and non-targeted metabolomics. Our data revealed that expression of enzyme coding genes and levels of primary metabolites decreased gradually from 11 to 21 DAP, corresponding well with the physiological change of developing maize kernels from differentiation through reserve accumulation to maturation, which was cultivar independent. A remarkable up-regulation of anthocyanin and phlobaphene pathway distinguished SW93 from SW48, in which anthocyanin regulating transcriptional factors (R1 and C1), enzyme encoding genes involved in both pathways and corresponding metabolic intermediates were up-regulated concurrently in SW93 but not in SW48. The shift from the shikimate pathway of primary metabolism to the flavonoid pathway of secondary metabolism, however, appears to be under posttranscriptional regulation. This study revealed the link between primary metabolism and kernel coloration, which facilitate further study to explore fundamental questions regarding the evolution of seed metabolic capabilities as well as their potential applications in maize improvement regarding both staple and functional foods.","Hu C, Li Q, Shen X, Quan S, Lin H, Duan L, Wang Y, Luo Q, Qu G, Han Q, Lu Y, Zhang D, Yuan Z, Shi J.",Sci Rep,2016
10.1093_jxb_erw396,27789589,Comprehensive proteomic analysis of developing protein bodies in maize (Zea mays) endosperm provides novel insights into its biogenesis.,"Prolamins, the major cereal seed storage proteins, are sequestered and accumulated in the lumen of the endoplasmic reticulum (ER), and are directly assembled into protein bodies (PBs). The content and composition of prolamins are the key determinants for protein quality and texture-related traits of the grain. Concomitantly, the PB-inducing fusion system provides an efficient target to produce therapeutic and industrial products in plants. However, the proteome of the native PB and the detailed mechanisms underlying its formation still need to be determined. We developed a method to isolate highly purified and intact PBs from developing maize endosperm and conducted proteomic analysis of intact PBs of zein, a class of prolamine protein found in maize. We thus identified 1756 proteins, which fall into five major categories: metabolic pathways, response to stimulus, transport, development, and growth, as well as regulation. By comparing the proteomes of crude and enriched extractions of PBs, we found substantial evidence for the following conclusions: (i) ribosomes, ER membranes, and the cytoskeleton are tightly associated with zein PBs, which form the peripheral border; (ii) zein RNAs are probably transported and localized to the PB-ER subdomain; and (iii) ER chaperones are essential for zein folding, quality control, and assembly into PBs. We futher confirmed that OPAQUE1 (O1) cannot directly interact with FLOURY1 (FL1) in yeast, suggesting that the interaction between myosins XI and DUF593-containing proteins is isoform-specific. This study provides a proteomic roadmap for dissecting zein PB biogenesis and reveals an unexpected diversity and complexity of proteins in PBs.","Wang G, Wang G, Wang J, Du Y, Yao D, Shuai B, Han L, Tang Y, Song R.",J Exp Bot,2016
10.1093_jxb_erx212,28981788,EMPTY PERICARP11 serves as a factor for splicing of mitochondrial nad1 intron and is required to ensure proper seed development in maize.,"Group II introns are common in the mitochondrial genome of higher plant species. The splicing of these introns is a complex process involving the synergistic action of multiple factors. However, few of these factors have been characterized in maize. In this study, we found that the Empty pericarp11 (Emp11) gene, which encodes a P-type pentatricopeptide repeat (PPR) protein, is required for the development of maize seeds. The loss of Emp11 function seriously impairs embryo and endosperm development, resulting in empty pericarp seeds in maize, and alteration in Emp11 expression leads to quantitative variation in kernel size and weight. We found that the emp11 mutants showed a failure in nad1 intron splicing, exhibited a severe reduction in complex I assembly and activity, mitochondrial structure disturbances, and an increase in alternative oxidase AOX2 and AOX3 levels. Interestingly, the emp11 phenotype was very severe in the W22 inbred line but could be partially recovered in B73 BC2F2 segregating ears. These results suggest that EMP11 serves as a factor for the splicing of mitochondrial nad1 introns and is required for mitochondrial function to ensure proper seed development in maize.","Ren X, Pan Z, Zhao H, Zhao J, Cai M, Li J, Zhang Z, Qiu F.",J Exp Bot,2017
10.1186_s12870-017-1137-9,29132306,"RNA-Seq analysis of resistant and susceptible sub-tropical maize lines reveals a role for kauralexins in resistance to grey leaf spot disease, caused by Cercospora zeina.","BACKGROUND: Cercospora zeina is a foliar pathogen responsible for maize grey leaf spot in southern Africa that negatively impacts maize production. Plants use a variety of chemical and structural mechanisms to defend themselves against invading pathogens such as C. zeina, including the production of secondary metabolites with antimicrobial properties. In maize, a variety of biotic and abiotic stressors induce the accumulation of the terpenoid phytoalexins, zealexins and kauralexins. RESULTS: C. zeina-susceptible line displayed pervasive rectangular grey leaf spot lesions, running parallel with the leaf veins in contrast to C. zeina-resistant line that had restricted disease symptoms. Analysis of the transcriptome of both lines indicated that genes involved in primary and secondary metabolism were up-regualted, and although different pathways were prioritized in each line, production of terpenoid compounds were common to both. Targeted phytoalexin analysis revealed that C. zeina-inoculated leaves accumulated zealexins and kauralexins. The resistant line shows a propensity toward accumulation of the kauralexin B series metabolites in response to infection, which contrasts with the susceptible line that preferentially accumulates the kauralexin A series. Kauralexin accumulation was correlated to expression of the kauralexin biosynthetic gene, ZmAn2 and a candidate biosynthetic gene, ZmKSL2. We report the expression of a putative copalyl diphosphate synthase gene that is induced by C. zeina in the resistant line exclusively. DISCUSSION: This study shows that zealexins and kauralexins, and expression of their biosynthetic genes, are induced by C. zeina in both resistant and susceptible germplasm adapted to the southern African climate. The data presented here indicates that different forms of kauralexins accumulate in the resistant and susceptible maize lines in response to C. zeina, with the accumulation of kauralexin B compounds in a resistant maize line and kauralexin A compounds accumulating in the susceptible line.","Meyer J, Berger DK, Christensen SA, Murray SL.",BMC Plant Biol,2017
10.1186_1471-2229-11-4,21211047,Genetic dissection of maize phenology using an intraspecific introgression library.,"BACKGROUND: Collections of nearly isogenic lines where each line carries a delimited portion of a donor source genome into a common recipient genetic background are known as introgression libraries and have already shown to be instrumental for the dissection of quantitative traits. By means of marker-assisted backcrossing, we have produced an introgression library using the extremely early-flowering maize (Zea mays L.) variety Gaspé Flint and the elite line B73 as donor and recipient genotypes, respectively, and utilized this collection to investigate the genetic basis of flowering time and related traits of adaptive and agronomic importance in maize. RESULTS: The collection includes 75 lines with an average Gaspé Flint introgression length of 43.1 cM. The collection was evaluated for flowering time, internode length, number of ears, number of nodes (phytomeres), number of nodes above the ear, number and proportion of nodes below the ear and plant height. Five QTLs for flowering time were mapped, all corresponding to major QTLs for number of nodes. Three additional QTLs for number of nodes were mapped. Besides flowering time, the QTLs for number of nodes drove phenotypic variation for plant height and number of nodes below and above the top ear, but not for internode length. A number of apparently Mendelian-inherited phenotypes were also observed. CONCLUSIONS: While the inheritance of flowering time was dominated by the well-known QTL Vgt1, a number of other important flowering time QTLs were identified and, thanks to the type of plant material here utilized, immediately isogenized and made available for fine mapping. At each flowering time QTL, early flowering correlated with fewer vegetative phytomeres, indicating the latter as a key developmental strategy to adapt the maize crop from the original tropical environment to the northern border of the temperate zone (southern Canada), where Gaspé Flint was originally cultivated. Because of the trait differences between the two parental genotypes, this collection will serve as a permanent source of nearly isogenic materials for multiple studies of QTL analysis and cloning.","Salvi S, Corneti S, Bellotti M, Carraro N, Sanguineti MC, Castelletti S, Tuberosa R.",BMC Plant Biol,2011
10.3389_fpls.2018.00110,29479358,Analysis of Extreme Phenotype Bulk Copy Number Variation (XP-CNV) Identified the Association of <i>rp1</i> with Resistance to Goss's Wilt of Maize.,"Goss's wilt (GW) of maize is caused by the Gram-positive bacterium Clavibacter michiganensis subsp. nebraskensis (Cmn) and has spread in recent years throughout the Great Plains, posing a threat to production. The genetic basis of plant resistance is unknown. Here, a simple method for quantifying disease symptoms was developed and used to select cohorts of highly resistant and highly susceptible lines known as extreme phenotypes (XP). Copy number variation (CNV) analyses using whole genome sequences of bulked XP revealed 141 genes containing CNV between the two XP groups. The CNV genes include the previously identified common rust resistant locus rp1. Multiple Rp1 accessions with distinct rp1 haplotypes in an otherwise susceptible accession exhibited hypersensitive responses upon inoculation. GW provides an excellent system for the genetic dissection of diseases caused by closely related subspecies of C. michiganesis. Further work will facilitate breeding strategies to control GW and provide needed insight into the resistance mechanism of important related diseases such as bacterial canker of tomato and bacterial ring rot of potato.","Hu Y, Ren J, Peng Z, Umana AA, Le H, Danilova T, Fu J, Wang H, Robertson A, Hulbert SH, White FF, Liu S.",Front Plant Sci,2018
10.1371_journal.pone.0200357,29990328,"Glycerol-3-phosphate dehydrogenase (GPDH) gene family in Zea mays L.: Identification, subcellular localization, and transcriptional responses to abiotic stresses.","Glycerol-3-phosphate dehydrogenase (GPDH) catalyzes the formation of glycerol-3-phosphate, and plays an essential role in glycerolipid metabolism and in response to various stresses in different species. In this study, six ZmGPDH genes were obtained by a thorough search against maize genome, and designated as ZmGPDH1-6, respectively. The structural and evolutionary analyses showed that the ZmGPDHs family had typical conserved domains and similar protein structures as the known GPDHs from other plant species. ZmGPDHs were divided into NAD+-dependent type A form (ZmGPDH1-5) and FAD-dependent type B form (ZmGPDH6) based on their N-terminal sequences. Four full length ZmGPDHs were fused with GFP fusion proteins, and their subcellular localization was determined. ZmGPDH1 and ZmGPDH3 were located to the cytosol and mainly recruited to the surface of endoplasmic reticulum (ER), whereas ZmGPDH4 and ZmGPDH5 were located in the chloroplast. The transcriptional analysis of the ZmGPDHs in different maize tissues revealed relatively high level of transcripts accumulation of ZmGPDHs in roots and early stage developing seeds. Furthermore, we examined the transcriptional responses of the six GPDH genes in maize under various abiotic stresses, including salt, drought, alkali and cold, and significant induction of ZmGPDHs under osmotic stresses was observed. Together, this work will provide useful information for deciphering the roles of GPDHs in plant development and abiotic stress responses.","Zhao Y, Li X, Wang F, Zhao X, Gao Y, Zhao C, He L, Li Z, Xu J.",PLoS One,2018
10.1038_s41598-018-30257-4,30104609,Cooperativity in Plant Plasma Membrane Intrinsic Proteins (PIPs): Mechanism of Increased Water Transport in Maize PIP1 Channels in Hetero-tetramers.,"Plant aquaporins (AQPs) play vital roles in several physiological processes. Plasma membrane intrinsic proteins (PIPs) belong to the subfamily of plant AQPs. They are further subdivided into two closely related subgroups PIP1s and PIP2s. While PIP2 members are efficient water channels, PIP1s from some plant species have been shown to be functionally inactive. Aquaporins form tetramers under physiological conditions. PIP2s can enhance the water transport of PIP1s when they form hetero-tetramers. However, the role of monomer-monomer interface and the significance of specific residues in enhancing the water permeation of PIP1s have not been investigated at atomic level. We have performed all-atom molecular dynamics (MD) simulations of homo-tetramers and four different hetero-tetramers containing ZmPIP1;2 and ZmPIP2;5 from Zea mays. ZmPIP1;2 in a tetramer assembly will have two interfaces, one formed by transmembrane segments TM4 and TM5 and the other formed by TM1 and TM2. We have analyzed channel radius profiles, water transport and potential of mean force profiles of ZmPIP1;2 monomers. Results of MD simulations clearly revealed the influence of TM4-TM5 interface in modulating the water transport of ZmPIP1;2. MD simulations indicate the importance of I93 residue from the TM2 segment of ZmPIP2;5 for the increased water transport in ZmPIP1;2.","Vajpai M, Mukherjee M, Sankararamakrishnan R.",Sci Rep,2018
10.1186_s12870-018-1441-z,30326829,Genome-wide analysis of the basic Helix-Loop-Helix (bHLH) transcription factor family in maize.,"BACKGROUND: In plants, the basic helix-loop-helix (bHLH) transcription factors play key roles in diverse biological processes. Genome-wide comprehensive and systematic analyses of bHLH proteins have been well conducted in Arabidopsis, rice, tomato and other plant species. However, only few of bHLH family genes have been functional characterized in maize. RESULTS: In this study, our genome-wide analysis identified 208 putative bHLH family proteins (ZmbHLH proteins) in maize (Zea mays). We classified these proteins into 18 subfamilies by comparing the ZmbHLHs with Arabidopsis thaliana bHLH proteins. Phylogenetic analysis, conserved protein motifs, and exon-intron patterns further supported the evolutionary relationships among these bHLH proteins. Genome distribution analysis found that the 208 ZmbHLH loci were located non-randomly on the ten maize chromosomes. Further, analysis of conserved cis-elements in the promoter regions, protein interaction networks, and expression patterns in roots, leaves, and seeds across developmental stages, suggested that bHLH family proteins in maize are probably involved in multiple physiological processes in plant growth and development. CONCLUSION: We performed a genome-wide, systematic analysis of bHLH proteins in maize. This comprehensive analysis provides a useful resource that enables further investigation of the physiological roles and molecular functions of the ZmbHLH transcription factors.","Zhang T, Lv W, Zhang H, Ma L, Li P, Ge L, Li G.",BMC Plant Biol,2018
10.1111_pbi.13914,36005383,Engineering null mutants in ZmFER1 confers resistance to ear rot caused by Fusarium verticillioides in maize.,"","Liu C, Kong M, Zhu J, Qi X, Duan C, Xie C.",Plant Biotechnol J,2022
10.1016_j.xplc.2022.100467,36307986,Genomic imbalance modulates transposable element expression in maize.,"Genomic imbalance refers to the more severe phenotypic consequences of changing part of a chromosome compared with the whole genome set. Previous genome imbalance studies in maize have identified prevalent inverse modulation of genes on the unvaried chromosomes (trans) with both the addition or subtraction of chromosome arms. Transposable elements (TEs) comprise a substantial fraction of the genome, and their reaction to genomic imbalance is therefore of interest. Here, we analyzed TE expression using RNA-seq data of aneuploidy and ploidy series and found that most aneuploidies showed an inverse modulation of TEs, but reductions in monosomy and increases in disomy and trisomy were also common. By contrast, the ploidy series showed little TE modulation. The modulation of TEs and genes in the same experimental group were compared, and TEs showed greater modulation than genes, especially in disomy. Class I and II TEs were differentially modulated in most aneuploidies, and some superfamilies in each TE class also showed differential modulation. Finally, the significantly upregulated TEs in three disomies (TB-7Lb, TB9Lc, and TB-10L19) did not increase the proportion of adjacent gene expression when compared with non-differentially expressed TEs, indicating that modulations of TEs do not compound the effect on genes. These results suggest that the prevalent inverse TE modulation in aneuploidy results from stoichiometric upset of the regulatory machinery used by TEs, similar to the response of core genes to genomic imbalance.","Yang H, Shi X, Chen C, Hou J, Ji T, Cheng J, Birchler JA.",Plant Commun,2023
10.3390_ijms232213943,36430424,Genetic Dissection of Phosphorus Use Efficiency and Genotype-by-Environment Interaction in Maize.,"Genotype-by-environment interaction (G-by-E) is a common but potentially problematic phenomenon in plant breeding. In this study, we investigated the genotypic performance and two measures of plasticity on a phenotypic and genetic level by assessing 234 maize doubled haploid lines from six populations for 15 traits in seven macro-environments with a focus on varying soil phosphorus levels. It was found intergenic regions contributed the most to the variation of phenotypic linear plasticity. For 15 traits, 124 and 31 quantitative trait loci (QTL) were identified for genotypic performance and phenotypic plasticity, respectively. Further, some genes associated with phosphorus use efficiency, such as Zm00001eb117170, Zm00001eb258520, and Zm00001eb265410, encode small ubiquitin-like modifier E3 ligase were identified. By significantly testing the main effect and G-by-E effect, 38 main QTL and 17 interaction QTL were identified, respectively, in which MQTL38 contained the gene Zm00001eb374120, and its effect was related to phosphorus concentration in the soil, the lower the concentration, the greater the effect. Differences in the size and sign of the QTL effect in multiple environments could account for G-by-E. At last, the superiority of G-by-E in genomic selection was observed. In summary, our findings will provide theoretical guidance for breeding P-efficient and broadly adaptable varieties.","Li D, Li G, Wang H, Guo Y, Wang M, Lu X, Luo Z, Zhu X, Weiß TM, Roller S, Chen S, Yuan L, Würschum T, Liu W.",Int J Mol Sci,2022
10.1038_s41598-022-25834-7,36482115,Diverse mycorrhizal maize inbred lines differentially modulate mycelial traits and the expression of plant and fungal phosphate transporters.,"Food production is heavily dependent on soil phosphorus (P), a non-renewable mineral resource essential for plant growth and development. Alas, about 80% is unavailable for plant uptake. Arbuscular mycorrhizal fungi may promote soil P efficient use, although the mechanistic aspects are yet to be completely understood. In this study, plant and fungal variables involved in P acquisition were investigated in maize inbred lines, differing for mycorrhizal responsiveness and low-P tolerance, when inoculated with the symbiont Rhizoglomus irregulare (synonym Rhizophagus irregularis). The expression patterns of phosphate transporter (PT) genes in extraradical and intraradical mycelium (ERM/IRM) and in mycorrhizal and control maize roots were assessed, together with plant growth responses and ERM extent and structure. The diverse maize lines differed in plant and fungal accumulation patterns of PT transcripts, ERM phenotypic traits and plant performance. Mycorrhizal plants of the low-P tolerant maize line Mo17 displayed increased expression of roots and ERM PT genes, compared with the low-P susceptible line B73, which revealed larger ERM hyphal densities and interconnectedness. ERM structural traits showed significant correlations with plant/fungal expression levels of PT genes and mycorrhizal host benefit, suggesting that both structural and functional traits are differentially involved in the regulation of P foraging capacity in mycorrhizal networks.","Giovannini L, Sbrana C, Giovannetti M, Avio L, Lanubile A, Marocco A, Turrini A.",Sci Rep,2022
10.3390_plants11233242,36501283,Genomic Characteristics of Elite Maize Inbred Line 18-599 and Its Transcriptional Response to Drought and Low-Temperature Stresses.,"Elite inbred line 18-599 was developed via triple test cross from introduced hybrid P78599 and used as parents of dozens of maize hybrids adapting to the diverse ecological conditions of the maize ecological region in Southwest China. In this study, its genomic DNA was resequenced and aligned with the B73 genome sequence to identify single nucleotide polymorphism (SNP), and insertion (In) and deletion (Del) loci. These loci were aligned with those between B73 and 1020 inbred lines in the HapMap database to identify specific variation loci of 18-599. The results showed that there were 930,439 specific SNPs and 358,750 InDels between 18-599 and the 1020 lines. In total, 21,961 of them showed significant impacts on the functions of 12,297 genes, such as frameshift, change of splicing site, stop gain, change of start site, and stop loss. Phylogenetic analysis showed that 18-599 was closely related to inbred lines ZEAxujRAUDIAAPE and 2005-4, but far from some inbred lines directly isolated from P78599. This result indicated that 18-599 not only pyramided the elite genes of P78599, but also acquired genetic divergence during the repetitive backcrosses of triple test cross to confer its elite agronomic characteristics. Subsequently, the RNA of 18-599 was sequenced. The aligned 9713 and 37,528 of the 165,098 unigenes were screened and aligned with annotated transcripts of the B73 genome differentially expressed under drought and low-temperature stress, respectively, and their functions were involved in the responses to these stresses. The quantitative PCR results of fourteen random genes verified the RNA sequencing results. These findings suggest that the transcriptional responses of many resistance-related genes were an important mechanism for 18-599 to adapt to diverse ecological conditions.","Cao Y, Qu J, Yu H, Yang Q, Li W, Fu F.",Plants (Basel),2022
10.3390_ijms24010732,36614175,Study of Seed Ageing in <i>lpa1-1</i> Maize Mutant and Two Possible Approaches to Restore Seed Germination.,"Phytic acid (PA) is a strong anti-nutritional factor with a key antioxidant role in countering reactive oxygen species. Despite the potential benefits of low phytic acid (lpa) mutants, the reduction of PA causes pleiotropic effects, e.g., reduced seed germination and viability loss related to seed ageing. The current study evaluated a historical series of naturally aged seeds and showed that lpa1-1 seeds aged faster as compared to wildtype. To mimic natural ageing, the present study set up accelerated ageing treatments at different temperatures. It was found that incubating the seeds at 57 °C for 24 h, the wildtype germinated at 82.4% and lpa1-1 at 40%. The current study also hypothesized two possible solutions to overcome these problems: (1) Classical breeding was used to constitute synthetic populations carrying the lpa1-1 mutation, with genes pushing anthocyanin accumulation in the embryo (R-navajo allele). The outcome showed that the presence of R-navajo in the lpa1-1 genotype was not able to improve the germinability (-20%), but this approach could be useful to improve the germinability in non-mutant genotypes (+17%). (2) In addition, hydropriming was tested on lpa1-1 and wildtype seeds, and germination was improved by 20% in lpa1-1, suggesting a positive role of seed priming in restoring germination. Moreover, the data highlighted metabolic differences in the metabolome before and after hydropriming treatment, suggesting that the differences in germination could also be mediated by differences in the metabolic composition induced by the mutation.","Colombo F, Pagano A, Sangiorgio S, Macovei A, Balestrazzi A, Araniti F, Pilu R.",Int J Mol Sci,2023
10.3389_fpls.2022.1087839,36618673,Genome-wide identification of sucrose non-fermenting-1-related protein kinase genes in maize and their responses to abiotic stresses.,"INTRODUCTION: Protein kinases play an important role in plants in response to environmental changes through signal transduction. As a large family of protein kinases, sucrose non-fermenting-1 (SNF1)-related kinases (SnRKs) were found and functionally verified in many plants. Nevertheless, little is known about the SnRK family of Zea mays. METHODS: Evolutionary relationships, chromosome locations, gene structures, conserved motifs, and cis-elements in promoter regions were systematically analyzed. Besides, tissue-specific and stress-induced expression patterns of ZmSnRKs were determined. Finally, functional regulatory networks between ZmSnRKs and other proteins or miRNAs were constructed. RESULTS AND DISCUSSION: In total, 60 SnRK genes located on 10 chromosomes were discovered in maize. ZmSnRKs were classified into three subfamilies (ZmSnRK1, ZmSnRK2, and ZmSnRK3), consisting of 4, 14, and 42 genes, respectively. Gene structure analysis showed that 33 of the 42 ZmSnRK3 genes contained only one exon. Most ZmSnRK genes contained at least one ABRE, MBS, and LTR cis-element and a few ZmSnRK genes had AuxRR-core, P-box, MBSI, and SARE ciselements in their promoter regions. The Ka:Ks ratio of 22 paralogous ZmSnRK gene pairs revealed that the ZmSnRK gene family had experienced a purifying selection. Meanwhile, we analyzed the expression profiles of ZmSnRKs, and they exhibited significant differences in various tissues and abiotic stresses. In addition, A total of eight ZmPP2Cs, which can interact with ZmSnRK proteins, and 46 miRNAs, which can target 24 ZmSnRKs, were identified. Generally, these results provide valuable information for further function verification of ZmSnRKs, and improve our understanding of the role of ZmSnRKs in the climate resilience of maize.","Feng X, Meng Q, Zeng J, Yu Q, Xu D, Dai X, Ge L, Ma W, Liu W.",Front Plant Sci,2022
10.1186_s12870-023-04059-4,36653749,Combined transcriptome and metabolome analysis reveals the effects of light quality on maize hybrids.,"BACKGROUND: Heterosis, or hybrid vigor, refers to the phenotypic superiority of an F1 hybrid relative to its parents in terms of growth rate, biomass production, grain yield, and stress tolerance. Light is an energy source and main environmental cue with marked impacts on heterosis in plants. Research into the production applications and mechanism of heterosis has been conducted for over a century and a half, but little is known about the effect of light on plant heterosis. RESULTS: In this study, an integrated transcriptome and metabolome analysis was performed using maize (Zea mays L.) inbred parents, B73 and Mo17, and their hybrids, B73 × Mo17 (BM) and Mo17 × B73 (MB), grown in darkness or under far-red, red, or blue light. Most differentially expressed genes (73.72-92.50%) and differentially accumulated metabolites (84.74-94.32%) exhibited non-additive effects in BM and MB hybrids. Gene Ontology analysis revealed that differential genes and metabolites were involved in glutathione transfer, carbohydrate transport, terpenoid biosynthesis, and photosynthesis. The darkness, far-red, red, and blue light treatments were all associated with phenylpropanoid-flavonoid biosynthesis by Weighted Gene Co-expression Network Analysis and Kyoto Encyclopedia of Genes and Genomes enrichment analysis. Five genes and seven metabolites related to phenylpropanoid-flavonoid biosynthesis pathway were identified as potential contributors to the interactions between maize heterosis and light conditions. Consistent with the strong mid-parent heterosis observed for metabolites, significant increases in both fresh and dry weights were found in the MB and BM hybrids compared with their inbred parents. Unexpectedly, increasing light intensity resulted in higher biomass heterosis in MB, but lower biomass heterosis in BM. CONCLUSIONS: The transcriptomic and metabolomic results provide unique insights into the effects of light quality on gene expression patterns and genotype-environment interactions, and have implications for gene mining of heterotic loci to improve maize production.","Zhan W, Guo G, Cui L, Rashid MAR, Jiang L, Sun G, Yang J, Zhang Y.",BMC Plant Biol,2023
10.3389_fpls.2023.1050313,36875585,Identification of QTN-by-environment interactions for yield related traits in maize under multiple abiotic stresses.,"INTRODUCTION: Quantitative trait nucleotide (QTN)-by-environment interactions (QEIs) play an increasingly essential role in the genetic dissection of complex traits in crops as global climate change accelerates. The abiotic stresses, such as drought and heat, are the major constraints on maize yields. Multi-environment joint analysis can improve statistical power in QTN and QEI detection, and further help us to understand the genetic basis and provide implications for maize improvement. METHODS: In this study, 3VmrMLM was applied to identify QTNs and QEIs for three yield-related traits (grain yield, anthesis date, and anthesis-silking interval) of 300 tropical and subtropical maize inbred lines with 332,641 SNPs under well-watered and drought and heat stresses. RESULTS: Among the total 321 genes around 76 QTNs and 73 QEIs identified in this study, 34 known genes were reported in previous maize studies to be truly associated with these traits, such as ereb53 (GRMZM2G141638) and thx12 (GRMZM2G016649) associated with drought stress tolerance, and hsftf27 (GRMZM2G025685) and myb60 (GRMZM2G312419) associated with heat stress. In addition, among 127 homologs in Arabidopsis out of 287 unreported genes, 46 and 47 were found to be significantly and differentially expressed under drought vs well-watered treatments, and high vs. normal temperature treatments, respectively. Using functional enrichment analysis, 37 of these differentially expressed genes were involved in various biological processes. Tissue-specific expression and haplotype difference analysis further revealed 24 candidate genes with significantly phenotypic differences across gene haplotypes under different environments, of which the candidate genes GRMZM2G064159, GRMZM2G146192, and GRMZM2G114789 around QEIs may have gene-by-environment interactions for maize yield. DISCUSSION: All these findings may provide new insights for breeding in maize for yield-related traits adapted to abiotic stresses.","Wen YJ, Wu X, Wang S, Han L, Shen B, Wang Y, Zhang J.",Front Plant Sci,2023
10.1371_journal.pgen.1010715,37068119,Mutations in NAKED-ENDOSPERM IDD genes reveal functional interactions with SCARECROW during leaf patterning in C4 grasses.,"Leaves comprise a number of different cell-types that are patterned in the context of either the epidermal or inner cell layers. In grass leaves, two distinct anatomies develop in the inner leaf tissues depending on whether the leaf carries out C3 or C4 photosynthesis. In both cases a series of parallel veins develops that extends from the leaf base to the tip but in ancestral C3 species veins are separated by a greater number of intervening mesophyll cells than in derived C4 species. We have previously demonstrated that the GRAS transcription factor SCARECROW (SCR) regulates the number of photosynthetic mesophyll cells that form between veins in the leaves of the C4 species maize, whereas it regulates the formation of stomata in the epidermal leaf layer in the C3 species rice. Here we show that SCR is required for inner leaf patterning in the C4 species Setaria viridis but in this species the presumed ancestral stomatal patterning role is also retained. Through a comparative mutant analysis between maize, setaria and rice we further demonstrate that loss of NAKED-ENDOSPERM (NKD) INDETERMINATE DOMAIN (IDD) protein function exacerbates loss of function scr phenotypes in the inner leaf tissues of maize and setaria but not rice. Specifically, in both setaria and maize, scr;nkd mutants exhibit an increased proportion of fused veins with no intervening mesophyll cells. Thus, combined action of SCR and NKD may control how many mesophyll cells are specified between veins in the leaves of C4 but not C3 grasses. Together our results provide insight into the evolution of cell patterning in grass leaves and demonstrate a novel patterning role for IDD genes in C4 leaves.","Hughes TE, Sedelnikova O, Thomas M, Langdale JA.",PLoS Genet,2023
